filename	sent_idx	sentence
Kiséry 2024.pdf	1	Or,toputitinmorepragmaticterms,asifthesilenceofrarebookandman- uscript collections also determined the questions and subjects explored ThankstoMatthewHunterandJulianneWerlinfordiscussinganearlierdraftofthispaper andforaudiencesatthe2021MLAinTorontoandthe2021JágónakconferenceinSzegedfor theirhelpfulquestions.
Kiséry 2024.pdf	3	FriedrichA.Kittler,DiscourseNetworks1800/1900,trans.MichaelMetteerandChris Cullens(Stanford,Calif.,1990),p.4.Forthedefinitivetreatmentofthishistory,seeAnnM.
Kiséry 2024.pdf	4	Blair,TooMuchToKnow:ManagingScholarlyInformationbeforetheModernAge(NewHaven, Conn.,2010).
Kiséry 2024.pdf	6	LynnEnterline,Shakespeare'sSchoolroom:Rhetoric,Discipline,Emotion(Philadelphia, 2012),p.43.
Kiséry 2024.pdf	7	678 András Kiséry / Speech, Media, and Early Modern English Writing there.
Kiséry 2024.pdf	8	"Recent work has challenged the tendency that ""generally imagined poetry to inhere in paper and parchment"" and theorized the multimodal existence of poetry in the period.3 Indoing so,early modernscholarship has beenaskingquestionsthatresonatewithresearchinotherdisciplinesandon otherperiods—ofteninfactborrowingitsquestionsfromthestudyofmod- ernmediaconstellations."
Kiséry 2024.pdf	9	AsItracetherelationshipbetweenspeechandothermediainthecentury around 1600 and explore how literary writing joined other cultural tech- niquesinengagingwithspeechasthemediumofembodiedface-to-facein- teraction,myownargumentgrowsoutoftheinsightsoftwentieth-century literary criticism.
Kiséry 2024.pdf	10	The observations modernist critics made about the rela- tionshipbetweenspeechandwritingaround1600wereinformednotonly bytheirownconcernswith(literary)modernity anditsoriginsbutalsoby themediaecologyofmodernismaround1900.So,inmaking anargument aboutthemediaconstellationof1600,Iamalsoexploringhowthefeatures ofthatmomentbecamevisibleunderdifferenthistoricalconditionsorwere imprintedbyadifferentmediaconstellation.Thedefamiliarizingeffectofthe newmadethepastlookfamiliar:on
Kotin 2021.pdf	0	"Poems That Kill Joshua Kotin Howdoyoustartarevolution?InNovember1965,AmiriBaraka(known thenasLeRoiJones)wroteapoem.""BlackArt""openswithanattackonpo- etry:""Poemsarebullshitunlesstheyare/teethortreesorlemonspiled/ona step.""1 The poem then targets a series of stock characters: ""owner jews,"" ""mulattobitches""(""BA"").Atthepoem'sclimax,Barakadeclares: We want ""poems that kill."" Assassin poems, Poems that shoot guns."
Kotin 2021.pdf	1	Poems that wrestle cops into alleys and take their weapons leaving them dead with tongues pulled out and sent to Ireland.
Kotin 2021.pdf	2	Knockoff poems for dope selling wops or slick halfwhite politicians Airplane poems, rrrrrrrrrrrrrrrrrrrrr rrrrrrrrrrrrrrr.
Kotin 2021.pdf	6	tuhtuhtuhtuhtuhtuhtuhtuhtuhtuh .
Kotin 2021.pdf	15	Setting fire and death to whities ass.
Kotin 2021.pdf	16	"[""BA""] Other victims—or are they enemy combatants?—succumb to the poem's attack:""theLiberal/Spokesmanforthejews,""the""negroleader/onthesteps ofthewhitehouse...kneelingbetweenthesheriff'sthighs""(""BA"").Then, suddenly,theattackstops.""Cleanouttheworldforvirtueandlove,""Baraka Forcommentsondraftsofthisarticle,IthankRachelApplebaum,LaurenBerlant,Charles Bernstein,BillBrown,NijahCunningham,ChristopherFreeburg,OrenIzenberg,andKinohi Nishikawa.IalsothankcolleaguesatPrincetonUniversity,andatconferencesandta"
Kotin 2021.pdf	18	"LeRoiJones,""BlackArt,""Liberator6(Jan.1966):18;hereafterabbreviated""BA.""Atype- scriptofthepoem—titled""TheBlackArts""—isdated4November1965.IthankJeremyGlick forsharingthetypescriptwithme."
Kotin 2021.pdf	19	"demands:""Lettherebenolovepoemswritten/untillovecanexistfreelyand/ cleanly""(""BA"").Thedemandintroducesthepoem'sconclusion: We want a black poem."
Kotin 2021.pdf	21	Let the world be a Black Poem And Let All Black People Speak This Poem Silently or LOUD.
Kotin 2021.pdf	22	"[""BA""] Thepoem'smovement—fromaestheticstopoliticstoaunionofthetwo— representsarevolutioninminiature.Barakaimaginespoemsthatkill—and, bykilling,transformtheworldintoapoem."
Kotin 2021.pdf	23	But why must poems kill?
Kotin 2021.pdf	24	"""Black Art"" does not ask readers to take up arms.Poems—notpeople—shootguns.Thequestiongainsurgencyinlight ofthepoem'scontext.FormanyinBaraka'saudience,revolutionwasareal possibility.Earlierin1965,MalcolmXhadbeenassassinated,Alabamastate troopers had attacked civil rights demonstrators marching from Selma to Montgomery, and the CaliforniaArmy National Guardhad suppressedsix days of rioting in Watts."
Kotin 2021.pdf	25	A call to arms—for self-defense or to terrorize one's enemies, real and imagined—would have been understandable and perhapseveneffective.2Why,then,doesBarakamediatehisattackthrough 2.
Kotin 2021.pdf	26	"TheviabilityofablacknationalistrevolutionwasdebatedinLiberator,themagazinethat firstpublished""BlackArt.""IntheSeptember1965issue,DanielH.Watts,themagazine'sedi- tor,celebratedtheeventsinWatts:""Donotweepforourfallenbrothersandsisters,forthey diednoblyandheroiclyinthegreatestcrusadeofthe20thcentury.Thecrusadeforthelibera- tionofBlackmenandwomenfromthetyranny,brutalrepressionandyokeofwhiteracism."
Kotin 2021.pdf	27	"They,ourbrothershaveshownustheway""(DanielH.Watts,""Watts,L.A.,—TheNation's Shame"""
Kottman 2019.pdf	0	I Playing with the Dead: A Response to Jonathan Lear Paul A.
Kottman 2019.pdf	1	"Kottman JonathanLeartakesCoraDiamond'suseofJohnUpdike'sphrase""'the difficulty of reality'"" to mark ""challenges to the mind's ability to encom- passtherealityitseekstocomprehend.""""These,""writesLear,""arenotdif- ficultiesintheordinarysenseoftheterm,meaningproblemstobesolvedor resolved""(JonathanLear,""GettysburgMourning,""CriticalInquiry45[Au- tumn2018]:97).Rather,theyare""experiencesinwhichwetakesomething inrealitytoberesistanttoourthinkingit,orpossiblytobepainfulinits inexplicability,difficultinthatw"
Kottman 2019.pdf	2	"LeartreatsthefamousCivilWarbattleandAbrahamLincoln'sGettys- burgAddressasdifficultrealitiesofthisspecialkind—asconfoundingour ""normal forms of explanation"" and challenging contemporary American politicallife, whose coherence dependson a sharedgrasp ofGettysburg's meaning(p.98)."
Kottman 2019.pdf	3	"Theissuesareunquestionablyimportant.ButLear'swayofraisingthem is itself significant because, for him, the issues remain murky if assessed onlyonthebasisofestablishedfactsorbeliefsoropinions.Weneedsome- thing other than historical knowledge or moral judgment—an addition Learcalls""ethicalimagination""—inordertobettergrasptheissuesatstake (p.119).Theviewthatthinkingaboutourrealitycanrequireustoexercise apowerforethicalimagination,orspeculativethinking,beyondavailable theoretical and practical resour"
Kottman 2019.pdf	4	thehumanities.Lear'sessayoffersavaluablechancetotestourentitlement to such thinking.
Kottman 2019.pdf	5	If such speculation is to be more than idle—capable of projectingclaimstoknowledgeintothe arenaofdemocraticjudgment— then it must sustain and profit from counterpoints of the sort that I will trytoofferhere.
Kottman 2019.pdf	6	First, a summary of Lear's essay.
Kottman 2019.pdf	7	ForLear,thedifficulty ofGettysburg arisesfromtwoconjoinedfactors.
Kottman 2019.pdf	8	"First, ""there was a terrible breach in our familiar forms of living with the dead""intheaftermathofGettysburg;thedeadweretoonumerous,brothers mixedinasenemies(p.99).Second,""sensoryexperienceswereoverwhelm- ing—visual,tactile,andolfactory""(p.100).This""retch-making,suffocating, disgusting,terrifyingsmell""isexperiencedasademandto""understandthis reality""(p.101)."
Kottman 2019.pdf	9	"Thesearetwosidesofthesamedifficulty:livingwiththedead.Although thischallengepresenteditselfatGettysburgindistinctways,itisnotunique toGettysburg—""thesensethatweneed aritualinorder tolive well with thedeadstrikesdeepinourhumanity""(p.100).Thisneedisbothprimor- dialandhistoricallyindexedtoGettysburginsignificantways."
Kottman 2019.pdf	10	"Ontheonehand,Learis""troubledbyasensethatsomethingprimordial wentwrong""andthat""weasacountryremainhauntedbyit""(p.97).1The needtocareforthedeadisprimordial,Learmeans,insofarasitnotonly bespeaks a custom or family duty but also goes to the heart of human self-understanding."
Kottman 2019.pdf	11	If the (ancient) family's most sacred duty is to bury its owndead,thisisbecausetheancientfamilytakesshapearoundapri- mordialneedtomakesenseofindividualmortality.
Kottman 2019.pdf	12	Ontheotherhand,thereliest
Kramnick 2021.pdf	0	"II Reply to John Brenkman Jonathan Kramnick ""CriticismandTruth""focusedontheepistemologyofclosereading,ex- amininghowthatcorepracticeofliterarycriticalwritingisadistinctiveway of knowing.1 Behind that endeavor was the idea that defending the good standing of the discipline of literary studies might be a worthwhile thing todoatamomentofrealperilforhighereducation.Thatperilhasonlydeep- enedsinceIwrotetheessay.Theemploymentcrisisisnowacatastrophe,en- croachments on intellectual autonomy now ever mor"
Kramnick 2021.pdf	1	These developments callfor anurgentresponse.
Kramnick 2021.pdf	2	Onesuchresponseistoremind peoplewhyitisgoodtohavetheliteraryhumanitiesaround.
Kramnick 2021.pdf	3	One reason it is good to have the literary humanities around is because they tell truths concerning parts of the world worth knowing something about.Iwantedtogetahandleonhowthathappens.Iwantedtogetahandle onthemethodparticulartothediscipline.Wheremuchoftherecentmeta- discourseonmethodorpurposeinliterarystudieshasattemptedtocharac- terizethedisciplineanditshistoryatonce,asawhole,IstartedsmallsoIcould be precise and then build upwards.
Kramnick 2021.pdf	4	Sometimes big questions are served by smallanswers.AndIwentverysmallindeed,allthewaytothatbedrockof close reading, the seemingly intuitive but highly skilled practice of quoting thelanguageyou'reinterpretinginthesentenceyou'rewriting.Thispractice ofin-sentencequotation,Iargued,exhibitsakindofskilledhandiworkthat isatonceknowledgebearingandknowledgecreating.Itisawayoftreating materials in such a way that works within their limits, grapples with the 1.
Kramnick 2021.pdf	5	"SeeJonathanKramnick,""CriticismandTruth,""CriticalInquiry47(Winter2021):218–40."
Kramnick 2021.pdf	6	quiddityoftheirform,theirculture,andtheirhistory.Itisawaytocreate somethingthatisnewwithintheconstraintsofwhatisgiven.
Kramnick 2021.pdf	7	I wanted tosaythatliterary studies andthe rest ofthehumanitieshave methods that aim at truth just as the sciences do, even as they don't have the same method as the sciences.
Kramnick 2021.pdf	8	My goal was to respect disciplinary dif- ference while arguing for the irreducible form that knowledge in our disci- pline takes.2 Again, this seems quite important at the current moment.
Kramnick 2021.pdf	9	Lit- erarystudydoesnotforexampleemploythesamestandardofreplicationas the sciences.
Kramnick 2021.pdf	11	There is something singular about individual sentences of critical writing.
Kramnick 2021.pdf	12	The essay attempted to show that singularity inaction.Itattemptedtodescribeabaselinecompetencesharedbythepro- fession at large, not to change anyone's critical activity so much as provide an account and defense of that activity.
Kramnick 2021.pdf	13	Oneadvantageoflookingcloselyatquotationisthatitfeaturestractable matters of syntax like mood, tense, and number and therefore locates methodinactualpracticeratherthanideasaboutpracticeasisoftenthecase.
Kramnick 2021.pdf	14	I wanted in that respect to illuminate a baseline competence within the easy-to-overlook,becauseafteratimeinstinctive,proceduresofcloseread- ing and to argue that this competence tells us something about the world the epistemology of skill that extend from Gilbert Ryle at the midcentury to Jason Stanley
Kramnick 2021b.pdf	0	Jonathan Kramnick Does literary criticism tell truths about the world?
Kramnick 2021b.pdf	1	This is a question scholarsofliteraturedon'toftenask,ordon'toftenaskdirectly,butitgets totheheartofhowworkinthedisciplineisdoneandwhythedisciplineex- istsinthefirstplace.Onewaytoanswerthequestionistoexaminewhether whatmeansitsstatementsarejudgedastrueorfalse.Howdoweencounter andinteractwithourobjectsofstudy?Wheredoesourwritingbeginandthe writing we're writing about end?
Kramnick 2021b.pdf	2	How are consensus judgments about the validityorperspicuityoreleganceofareadingmade?Anotherwaytocome atthisquestionistoexaminewhethercriticismiscapableinsomefashionof tellingtruthsabouttheworlditself,notjustthesmallpieceofitcalledliter- ature.Doescriticismaboutecologyorconsciousness,totakeexamplesfrom myownwork(andfeelfreetoinsertyourown),tellsometruthaboutecol- ogyorconsciousnessthemselves?Ithinkwe'dallliketobelievethatitdoes, buthow?Bothlinesofinquirytakeaimatmethodandthereforeatepiste- mology
Kramnick 2021b.pdf	3	"Methodhasbeenahottopicinliterarystudiesasoflate.Somuchsothat RitaFelski's2014term""methodwars""fordebatesbetweenvarioustypesof readingandquarrelsoverthestatusofcritiqueseemstohavestuck.1Asur- vey of the relevant essays and book chapters, however, might lead one to wonderwhetherwehavebeenfightingaboutmethodatall.Felskiclaimedthat thedebatesinwhichshewasinterestedwereabout""thevariousprocedures 1."
Kramnick 2021b.pdf	4	"RitaFelski,""Introduction,""NewLiteraryHistory45(Spring2014):v."
Kramnick 2021b.pdf	5	"andpracticesthatinformourencounterwithatext,""buttheiractualcon- tent always seemed to be about something else.2 Just when we might have expected a discussion of how arguments in literary studies are made, the topic turned instead, in Felski and Elizabeth Anker's words, to matters of ""tone,attitude,orsensibility,""to""ethosoraffect.""3Itisforthisreasonhard nottoagreewithDavidKurnick'sassessmentthat""althoughithasbecome commontorefertothisminiaturetraditionasaboutmethod,""thecritical textsatthecenterof"
Kramnick 2021b.pdf	6	Method talk should, but hasn't really, included reflections oneverydaypractice.
Kramnick 2021b.pdf	8	Methods are distinct from the topics and feelings that accompany them, as fascinating as these topics and feelings might be.
Kramnick 2021b.pdf	9	To think about method qua method is to consider how we make arguments andhowourproceduresoftruthtellingsta
Kurtz 2021.pdf	0	The Philological Apparatus: Science, Text, and Nation in the Nineteenth Century Paul Michael Kurtz Philologyisasciencethatonceterrifiedtheworld.1Thehistoricalstudy oftextandlanguageseemedtoposeanexistentialthreattomanyonlook- ers in the nineteenth century.
Kurtz 2021.pdf	1	"A technical work on Homer was thus com- pared to ""revolutionary doctrines""2 in the Ancien Régime and a ""perverse attempt...ofexplainingtheworldwithoutagod.""3ButHomerwasonly one hallowed author or received tradition threatened by this new science."
Kurtz 2021.pdf	2	BartholdGeorgNiebuhrjudgedLivy'searlyhistoryofRometobeafiction; GeorgeGrotecastdoubtonThucydidesandcelebratedliberaldemocracyin Athens;WilhelmMartinLeberechtdeWetteclaimedfabricationstothetrue past of ancient Israel in the biblical narrative; and David Friedrich Strauss Forcriticalengagement,IamindebtedtoAnkurBarua,MariekeDhont,SimonGoldhill, NathanMacDonald,HaraldSamuel,EmilianoUrciuoli,andRebeccaVanHove—butBernard Geogheganmostofall.ValuablesuggestionsalsocamefromtheeditorialboardofCriticalIn-
Kurtz 2021.pdf	4	"Inthiscontext,philologyisbestdefined,withLorraineDastonandGlennMost,as""the rational,disciplined,andinstitutionalizedformofinterpersonalresearch,testing,andcommu- nication,directedto(aboveall,written)texts""(LorraineDastonandGlennMost,""Historyof ScienceandHistoryofPhilologies,""Isis106[June2015]:379;hereafterabbreviated""H"")."
Kurtz 2021.pdf	6	WilliamMure,ACriticalHistoryoftheLanguageandLiteratureofAncientGreece,5vols.
Kurtz 2021.pdf	9	JohnStuartBlackie,HomericDissertations,vol.1ofHomerandtheIliad(Edinburgh, 1866),p.245.
Kurtz 2021.pdf	10	"748 Paul Michael Kurtz / The Philological Apparatus pushedJesusoutoftherealmofhistoryandintothatofmyth.Asoneob- server noted, it was only a short step from the ""annals of heroic Greece andofregalRome""beingreducedtofablesortheunifiedauthorshipofthe Odyssey and Iliad being split apart to the sacred accounts of Judaism and Christianitybeingtotallydismantled.4Sotightlyboundwerepoliticsandre- ligion,ononehand,andtheclassicalworldandbiblicaltradition,ontheother, thatJohnGibsonLockhartcoulddeclarecriti"
Kurtz 2021.pdf	11	Withitsclaimstoscientificity,thisphilologyprovedscandalouswhenit first appeared on the scene.
Laikwan 2023.pdf	0	Facing Up to the Sovereign: ' Pak Sheung Cheun s Nightmare Wallpaper ' and Hong Kong s Despair Pang Laikwan TheintenseproteststhattookplaceinHongKongin2019mightbethe inevitable result of many of the city's residents struggling to protect their relativelyindependentcityidentityagainstitssovereignstate,whichisincreas- inglyinsecureaboutanypoliticalchallengesandbusilyassertingitssovereign rights.
Laikwan 2023.pdf	1	Under such conditions, a vicious circle of fear tightens quickly and invitesviolencefrom bothsides,solidifyingthedeepmistrustbetweenthe protestorsandtheauthorities.Caughtinanewcoldwarwithmanyuncer- tainties,Beijinghasshownnodesiretoforgiveandreconcilewiththisdem- ocraticmovement,arrestingandsentencingprotestorsandactiviststoyears ofimprisonment,usingdesperateremediesforwhatitregardsasdesperate diseases.ManyHongKongpeople,inturn,arecaughtinastateofintense depression—imprisoned by the grudge they 
Laikwan 2023.pdf	2	Toopenawayintothedifficultdiscussionofpoliticaldespairintoday's HongKong,Ihavechosentofocusonanartprojectwhoseoutputincludes drawings,prints,relics,andinstallationsthatweresubsequentlyputintoa series of exhibitions and a book by Hong Kong artist Pak Sheung Chuen.
Laikwan 2023.pdf	3	NightmareWallpaper,theworksandtheproductionprocess,revealssome- thingofthecontestedpoliticallogicinHongKong.Throughacontextual- izedinvestigationofPak'sstrugglestoestablishanaestheticrelationshipwith his lost self and his fellow protestors in Nightmare Wallpaper, this article Unlessotherwisenoted,alltranslationsaremyown.
Laikwan 2023.pdf	4	252 Pang Laikwan / Facing Up to the Sovereign aspirestounwindthefieldofpoliticsinadepressedcitycocoonedinlayers ofconflictingemotions.IwilljuxtaposePak'sworkswithsomepopularslo- gansfromthe2019socialmovement,forthepurposeofexploringthesubtle dynamicsbetweentheartist'ssubjectivityandtheprotestcollective'sinter- subjectivity.
Laikwan 2023.pdf	5	Pak's work, produced between the 2014 Umbrella Movement andthe2019Anti-ELABMovement,allowsustogainaccesstoaloosecity- wide collective consciousness in which its residents struggle to hold onto eachotherforpoliticalexpressions—subtleorhyperbolic,bothcombative and forgiving.
Laikwan 2023.pdf	6	The relationship between art and politics—particularly in thedifficultsituationofHongKong,whereartcanstillfaceuptothesov- ereignwithfearsandcourage—callsforexamination.Artmightbeameans toescape,but,asshowninPak'swork,itcouldalsoencourageonetostay andpersevere.
Laikwan 2023.pdf	7	Facing the Despair PakisoneinaleadinggroupofHongKongartists,includingChingChin Wai, Lam Tung Pang, Amy Cheung, Kacey Wong, Wong Wai Yin, and Chow Chun Fai, among others, who show a strong cultural and political identification with Hong Kong.1 Together, they reveal a commitment to a local way of living and seeing the world that distinguishes contemporary Hong Kong arts from the practices of other places.
Laikwan 2023.pdf	8	Submerged in intense andfast-changingpoliticaldiscussionsandactivities,manyHongKongart- istshavenoroomtosplithairsinabstractthinkingorindulgeinreflective sentimentality.Manyofthemdonotp
Latour 2021.pdf	0	Is This a Dress Rehearsal?
Latour 2021.pdf	1	Bruno Latour 26 March 2020 Theunforeseencoincidencebetweenageneralconfinementandthepe- riodofLentisstillquitewelcomeforthosewhohavebeenasked,outofsol- idarity,todonothingandtoremainatadistancefromthebattlefront.1This obligatoryfast,thissecularandrepublicanRamadancanbeagoodoppor- tunityforthemtoreflectonwhatisimportantandwhatisderisory.Itisas thoughtheinterventionoftheviruscouldserveasadressrehearsalforthe nextcrisis,theoneinwhichthereorientationoflivingconditionsisgoing tobeposedasachallengetoal
Latour 2021.pdf	2	Whatallowsthetwocrisestooccurinsuccessionisthesuddenandpain- fulrealizationthattheclassicaldefinitionofsociety—humansamongthem- selves—makes no sense.
Latour 2021.pdf	3	"The state of society depends at every moment on the associations among many actors, most of whom do not have human forms.Thisistrueofmicrobes—aswehaveknownsincePasteur—butalso oftheinternet,thelaw,theorganizationofhospitals,thelogisticsofthe state,aswellastheclimate.Andofcourse,inspiteofthenoisesurroundinga ""stateofwar""againstthevirus,itisonlyonelinkinachainwheretheman- agementofstocksofmasksortests,theregulationofpropertyrights,civic habits,gesturesofsolidaritycountexactlyasmuchindefiningthedeg"
Latour 2021.pdf	4	"ThispostwasoriginallypublishedinFrenchatLaMonde;seeBrunoLatour,""La crisesanitaireinciteàseprépareràlamutationclimatique,""LaMonde,25Mar.2020,www .lemonde.fr/idees/article/2020/03/25/la-crise-sanitaire-incite-a-se-preparer-a-la-mutation -climatique_6034312_3232.html S26 Bruno Latour / Is This a Dress Rehearsal?"
Latour 2021.pdf	5	"virulenceoftheinfectiousagent.Oncetheentirenetworkofwhichitisonly onelinkistakenintoaccount,thesamevirusdoesnotactinthesamewayin Taiwan,Singapore,NewYork,orParis.Thepandemicisnomorea""natu- ral""phenomenonthanthefaminesofthepastorthecurrentclimatecrisis."
Latour 2021.pdf	6	Societyhaslongsincemovedbeyondthenarrowconfinesofthesocialsphere.
Latour 2021.pdf	7	Havingsaidthat,itisnotcleartomethattheparallelgoesmuchfurther.
Latour 2021.pdf	8	Afterall,healthcrisesarenotnew,andrapidandradicalstateintervention doesnotseemtobeveryinnovativesofar.OneneedonlylookatPresident Macron's enthusiasm to take on the figure of head of state that he has so pathetically lacked until now.
Latour 2021.pdf	9	"Much better than terrorist attacks—which are,afterall,onlypolicebusiness—pandemicsawakeninleadersandthose in power a kind of self-evident sense of protection—""we have to protect you,"" ""you have to protect us""—that recharges the authority of the state andallowsittodemandwhatwouldotherwisebemetwithriots."
Latour 2021.pdf	10	But this state is not the state of the twenty-first century and ecological change;itisthestateofthenineteenthcenturyandso-calledbiopower.In thewordsofthelateAlainDesrosières,itisthestateofwhatisrightlycalled statistics:populationmanagementonaterritorialgridseenfromaboveand ledbythepowerofexperts.2Thisisexactlywhatweseeresurrectedtoday, withth
Latour 2021b.pdf	0	How to Remain Human in the Wrong Space?
Latour 2021b.pdf	1	A Comment on a Dialogue by Carl Schmitt Bruno Latour ForAdamTooze InAffluenceandFreedom,PierreCharbonniertakesupKarlPolanyi'sar- gumentthatthoseontherightofthepoliticalspectrumhave,forcontingent historicalreasons,appropriatedattachmentstotheland.Inprinciple,there- sistance of society to the religion of the market, as Polanyi argues, should have started by saving the land from the deadly grasp of economics.1 Such an attempt to extract land, soil, and earth from the grasp of rightist ideol- ogiesi
Latour 2021b.pdf	2	None of those thinkers is better known than Carl Schmitt.
Latour 2021b.pdf	3	It might be worthwhiletoretrievefromSchmittthetinybitofwisdomaboutspacethat he turned into such a powerful poison while he was alive.
Latour 2021b.pdf	4	It would be ThankstoJosephKoernerforlivelydiscussionsintheSchlosshotelofKarlsruheandtoAn- toineHennion,Pierre-YvesCondéandDorotheaCondé,aswellasGerarddeVries.Thanksalso toMargauxLeDonnéandparticipantsinthereadinggroupthatshekindlyassembled.Theyare innowayresponsiblefortheresult.MichaelFlowerkindlycorrectedmyEnglishonceagain.
Latour 2021b.pdf	6	SeePierreCharbonnier,AffluenceandFreedom:AnEnvironmentalHistoryofPolitical Ideas,trans.AndrewBrown(forthcoming).
Latour 2021b.pdf	8	"SeeDipeshChakrabarty,""ThePlanet:AnEmergentHumanistCategory,""CriticalInquiry 46(Autumn2019):1–31 3."
Latour 2021b.pdf	9	"SeeBrunoLatourandTimothyM.Lenton,""ExtendingtheDomainofFreedom,orWhy GaiaIsSoHardtoUnderstand,""CriticalInquiry(Spring2019):659–80."
Latour 2021b.pdf	11	SeeCharbonnier,AffluenceandFreedom.
Latour 2021b.pdf	12	700 Bruno Latour / How to Remain Human in the Wrong Space?
Latour 2021b.pdf	13	imprudenttoignorehisviewstoday,whentherearepeopleeverywherewho areconcoctingsimilarschemestooccupythespaceofothersinordertosur- viveagainstothers.5Whichpeople?Whichothers?Whichsoil?Whichspace?
Latour 2021b.pdf	14	Thosearequestionsthatcannolongerbeignorednowthatawholeciviliza- tion is looking for ways to land somewhere without crashing.
Latour 2021b.pdf	15	Letmestartwithaquotation,forgettingforthemomentthattheauthor is Carl Schmitt: Thechangeintheconceptofspaceisunderwaytodayinallareasof humaninquiryandactivitywithpowerfuldepthandbreadth.Thegreat geopoliticaleventsofthepresent,too,containattheircoresucha changeinhithertoexistingconceptionsofspaceandpresuppositionsof spacethattheonlyusefulhistoricalcomparisonwehaveforthemisthat shiftintheplanetarypictureofspacethattookplace400yearsago.6 Thisisnotaquotationfromahistorianofscience,norisittakenoutof C
Latour Lenton 2019.pdf	0	Extending the Domain of Freedom, or Why Gaia Is So Hard to Understand Bruno Latour and Timothy M.
Latour Lenton 2019.pdf	1	Lenton TheGaiahypothesisimpliesthatthestablestateofourplanetincludesmanaspart of,or partnerin,averydemocratic entity.
Latour Lenton 2019.pdf	2	—JamesLovelock1 EversinceDipeshChakrabartyopenedaPandora'sboxonthedefini- tionofhumanityduringtheAnthropocene,thequestionofestablishinga newcontinuitybetweenthedomainofnecessity(nature)andthedomain of freedom (society) has been raised.2 In this paper we claim that free- dom,understoodasthecapacitytoobeyone'sownlaws—thatis,auton- omy—could offer a common ground for ecological politics, on the con- ditionofrevisingsomeofthecommonly held viewsofwhattheconcept of Gaia consists of.
Latour Lenton 2019.pdf	3	To do so, we wish to look in a new way at Gaia as James Lovelock and Lynn Margulis have proposed it, thanks to research done in natural and social science since the inception of this concept.
Latour Lenton 2019.pdf	4	"A Common-Sense View That Is Not So Common Thepublicdiscourseaboutthestateoftheplanetiscurrentlyinapar- adoxical situation: on the one hand, everyone involved in the politics of climateaccepts theideathatEarth behavesas aregulated systemthathas WethanktheparticipantsattheFondazioneCiniSeptember2017meeting""What'sthe BodyofthenewBodyPolitic?""inVeniceformanyusefulinsightsandBillBrown,Dipesh Chakrabarty,BruceClarke,SébastienDutreuil,DorotheaHeinz,BaptisteMorizot,andSimon Schafferfortheircommentsonthe"
Latour Lenton 2019.pdf	6	JamesLovelock,Gaia:ANewLookatLifeonEarth(1979;NewYork,2000),p.137.
Latour Lenton 2019.pdf	8	"Chakrabartyisrightthatallthedifficultiesingivingpoliticaltractiontoecologicalques- tionsarisefromsuchincommensurabilitybetweenlong-termgeologicalhistoryandshort-term humanhistory;seeDipeshChakrabarty,""TheClimateofHistory:FourTheses,""CriticalIn- quiry35(Winter2009):197–222."
Latour Lenton 2019.pdf	9	660 Bruno Latour and Timothy M.
Latour Lenton 2019.pdf	10	"Lenton / Extending the Domain of Freedom been dangerously pushed by human action out of its normal conditions ofoperation;ontheotherhand,thehypothesisthatEarthisindeedaself- regulating system remains highly controversial—and most people do not connecttheideaofEarthregulationwithLovelock'sandMargulis's""dis- covery""ofGaia.Thus,thecommonhorizonofpoliticalactionandmoral commitment—Earthisasystemputoutofwhackthatshouldbebrought backinsidesomeformoforderthroughtheregulationofhumanactivity— remains a l"
Latour Lenton 2019.pdf	11	ThereasonforthisparadoxisthattheGaiatheoryhaseitherbeenem- bracedwithtoomuchenthusiasmorrejectedwithtoomuch scepticism, bothwithoutunpackingitsexactcontent.Nowonder,asorderandregu- lation are terms that pertain jointly to science and to politics.
Latour Lenton 2019.pdf	12	Those for whomitisobviousthatthereissomeorderintheregulationoftheEarth, as well as those for whom it remains a vague metaphor, might not have zoomed in on the precise ways through which Gaia was introduced.
Latour Lenton 2019.pdf	13	No matter if theycome from philosophy or from science, theyseem tohave pigeonholed the argument to suit their preconceptions of how nature is supposedtorule,ratherthanbeingsensitivetotheoriginalityofthephe- nomenaoffer
Laugier 2019.pdf	0	Disobedience as Resistance to Intellectual Conformity Sandra Laugier and Translated by Daniela Ginsburg ArnoldDavidsonhasmanyuniquequalities,oneofwhichishisability to teach you about yourself.
Laugier 2019.pdf	1	Another is the quiet way he has introduced resistanceintowhathasbecomeintellectualconformityinphilosophy.Not only does he represent and express this resistance in his own way of liv- ingandthinking,fordecadeshehasbeenarmingus—givingusweapons, orrathertoolsandresources—fornonviolentdisobedience.Oneofthese toolsisStanleyCavell'smoralperfectionism.Anotherisself-reliance,where disobedience is anchored.
Laugier 2019.pdf	2	Can we count on ourselves, and if so, how?
Laugier 2019.pdf	3	"On the day he moved to Walden Pond—it was 4 July, the anniversary of US independence— Henry David Thoreau decided that he would build his house with his own handsand livealonein thewoods: I""earned myliving bythelabor ofmyhandsonly.""1Utopia?Aftertwoyears,Thoreaureturnedtociviliza- tion,butthespiritofWaldenlivedoninthemanyactsofcivildisobedi- ence—aconceptThoreauinvented—thatmarkedthefightforcivilrights intheUSinthe1960s,aswellasrecentgrassrootsmovementsinEurope, theUS,andmanypartsoftheworld.Disob"
